"" "time" "trimethylpyrazine_1" "trimethylpyrazine_2" "trimethylpyrazine_3" "diethylmethyl_pyrazine_1" "diethylmethyl_pyrazine_2" "diethylmethyl_pyrazine_3" "2-ethoxy-3-methylpyrazine_1" "2-ethoxy-3-methylpyrazine_2" "2-ethoxy-3-methylpyrazine_3" "2-isobutyl-3-methyl_pyrazine_1" "2-isobutyl-3-methyl_pyrazine_2" "2-isobutyl-3-methyl_pyrazine_3" "2-isopropyl-3-methoxypyrazine_1" "2-isopropyl-3-methoxypyrazine_2" "2-isopropyl-3-methoxypyrazine_3" "Pyrazine_1" "Pyrazine_2" "Pyrazine_3" "2-Ethyl-5-methylpyrazine_1" "2-Ethyl-5-methylpyrazine_2" "2-Ethyl-5-methylpyrazine_3" "2-Ethyl-3_5-dimethylpyrazine_1" "2-Ethyl-3_5-dimethylpyrazine_2" "2-Ethyl-3_5-dimethylpyrazine_3" "acetylpyrazine_1" "acetylpyrazine_2" "acetylpyrazine_3" "2_3-butanedione_1" "2_3-butanedione_2" "2_3-butanedione_3" "2_3-hexanedione_1" "2_3-hexanedione_2" "2_3-hexanedione_3" "acetoin_acetate_1" "acetoin_acetate_2" "acetoin_acetate_3" "2_6-Dimethylphenol_1" "2_6-Dimethylphenol_2" "2_6-Dimethylphenol_3" "2-methoxy-4-methylphenol_1" "2-methoxy-4-methylphenol_2" "2-methoxy-4-methylphenol_3" "2-methoxy-4-vinylphenol_1" "2-methoxy-4-vinylphenol_2" "2-methoxy-4-vinylphenol_3" "4-ethyl_guaiacol_1" "4-ethyl_guaiacol_2" "4-ethyl_guaiacol_3" "Phenol_1" "Phenol_2" "Phenol_3" "2-Phenylethanol_1" "2-Phenylethanol_2" "2-Phenylethanol_3" "4-Methylphenol_1" "4-Methylphenol_2" "4-Methylphenol_3" "Guaiacol_1" "Guaiacol_2" "Guaiacol_3" "vanillin__1" "vanillin__2" "vanillin__3" "2-acetyl-5-methylfuran_1" "2-acetyl-5-methylfuran_2" "2-acetyl-5-methylfuran_3" "2-ethyl-4-hydroxy-5-methyl-3(2H)-furanone_1" "2-ethyl-4-hydroxy-5-methyl-3(2H)-furanone_2" "2-ethyl-4-hydroxy-5-methyl-3(2H)-furanone_3" "4_5-dimethyl-3-hydroxy-2_5-dihydro-furan-2-one_1" "4_5-dimethyl-3-hydroxy-2_5-dihydro-furan-2-one_2" "4_5-dimethyl-3-hydroxy-2_5-dihydro-furan-2-one_3" "5-methylfurfural_1" "5-methylfurfural_2" "5-methylfurfural_3" "2-methyltetrahydrofuran-3-one_1" "2-methyltetrahydrofuran-3-one_2" "2-methyltetrahydrofuran-3-one_3" "Furan_1" "Furan_2" "Furan_3" "2-methylfuran_1" "2-methylfuran_2" "2-methylfuran_3" "2-furfurylthiol_1" "2-furfurylthiol_2" "2-furfurylthiol_3" "2_5-Dimethyl-3(2H)-furanone_1" "2_5-Dimethyl-3(2H)-furanone_2" "2_5-Dimethyl-3(2H)-furanone_3" "4-Hydroxy-2_5-dimethyl-3(2H)-furanone_1" "4-Hydroxy-2_5-dimethyl-3(2H)-furanone_2" "4-Hydroxy-2_5-dimethyl-3(2H)-furanone_3" "4_5-Dimethyl-3-hydroxy-2_5-dihydrofuran-2-one_1" "4_5-Dimethyl-3-hydroxy-2_5-dihydrofuran-2-one_2" "4_5-Dimethyl-3-hydroxy-2_5-dihydrofuran-2-one_3" "5-Ethyl-3-hydroxy-4-methyl-2(5H)-furanone_1" "5-Ethyl-3-hydroxy-4-methyl-2(5H)-furanone_2" "5-Ethyl-3-hydroxy-4-methyl-2(5H)-furanone_3" "3-methylbutyric_acid_1" "3-methylbutyric_acid_2" "3-methylbutyric_acid_3" "butyric_acid_1" "butyric_acid_2" "butyric_acid_3" "acetic_acid_1" "acetic_acid_2" "acetic_acid_3" "2-methylbutyric_acid_1" "2-methylbutyric_acid_2" "2-methylbutyric_acid_3" "Acetaldehyde_1" "Acetaldehyde_2" "Acetaldehyde_3" "Methylformate_1" "Methylformate_2" "Methylformate_3" "Propanal_1" "Propanal_2" "Propanal_3" "Methylacetate_1" "Methylacetate_2" "Methylacetate_3" "Ethylacetate_1" "Ethylacetate_2" "Ethylacetate_3" "Dimethylsulfide_1" "Dimethylsulfide_2" "Dimethylsulfide_3" "2-Acetylthiazole_1" "2-Acetylthiazole_2" "2-Acetylthiazole_3" "methional_1" "methional_2" "methional_3"
1 0 6.04184917738043 15.1587883791373 9.71278163548715 4.8687711515476 4.40281220696309 1.72060289396664 2.25106761855799 5.18278434419757 2.96174692830322 4.81579580386238 4.35490679095634 1.7018816327492 1.65431137343608 2.41250439680207 2.31953494499947 397.580652554888 766.280220034967 631.725185953928 6.12671126821704 15.3717043984943 9.84920459693953 1.37869020362117 1.84976654585278 2.09618811668465 2.35655420070807 3.64200118927615 2.90385073845505 64.141873147188 132.910068460718 118.72766534306 5.52832046579963 8.57876878252939 7.05129360646505 3.31285790514595 3.42267547963856 5.30967351766193 3.84157829104046 9.63838564090384 6.17566079209569 3.41861802592521 7.87091415534941 4.49790195276853 4.0285537842293 3.70587374747867 4.30592402033637 1.6375014440809 2.38799025204644 2.29596548934052 70.0596935437084 129.924331064814 109.348716324079 5.40266629019867 13.5551008593248 8.68524128714823 28.6561825670107 65.2670843530308 47.858450639998 4.51681604376368 8.313592622429 5.38761974672535 0.638337450683354 2.25248722288907 3.04257635208096 2.54403193579136 4.68251195702787 3.03449964770948 0.769920881170655 1.23642371061797 1.39170622025114 5.04894129025809 9.45825170725448 7.88158736620403 30.4056348492757 66.2349235096971 54.1649486654039 20.771806034636 40.0249803333347 25.9980514058483 91.8321721557147 183.956389997145 146.061240562996 48.9374733414591 80.6784218425075 74.0276212227423 1.67092887124813 2.3380733361007 3.25846840574346 7.09761969238072 17.9512419106642 12.5640872785103 7.2700412657493 13.6190690801376 11.3488080169343 5.04894129025809 9.45825170725448 7.88158736620403 0.543977549808382 0.87357903529554 0.983291865774832 4.88663601900277 9.38715314454001 7.61445155997768 12.8756794100734 22.3093217816771 13.7681225586774 474.646464221772 755.839473415528 648.214151906196 4.87736501601278 9.36934368941952 7.60000530228522 378.028082698118 705.954994769845 543.327939745448 510.891693273536 813.557326397384 697.713457560893 118.298580040866 234.088686309358 192.796052995527 189.853845357483 258.406405144841 244.684456767148 13.0976777323539 22.6939719309246 14.005508098627 8.19192022240297 11.4393794417367 10.3471356468312 0.355241198963281 1.09301544640229 0.941795984542013 0.512303524684515 0.951057495494495 0.649144282229995
2 4.99998293817043 5.54824064955535 12.9909402943244 10.8828168931392 3.6668549517516 2.30470262739937 0.965971727394359 2.90546532726257 3.42278049139047 5.79156575834243 3.62695722192741 2.27962598707325 0.955461336472301 1.60176207993058 3.40248991546746 2.64285618365728 393.951174425703 974.276604334302 960.930657388727 5.62616965575243 13.1734073375994 11.0356738362091 3.71660615355454 3.70112212879218 1.89386876772752 3.30855959765534 4.56404419336971 3.26328715938931 238.968104081421 1067.71699075707 1128.37096304643 4.78303372013511 20.2639009779324 22.9808754262138 2.28681364903652 5.14878663714192 3.6475926314208 3.52772805262927 8.26000662209796 6.91960224339439 4.41242904459852 5.19805757507553 8.79544929551417 5.14714967931743 2.864199200818 3.8115086867759 1.58548611892361 3.36791624570425 2.61600136874364 64.8211371917223 302.279077795557 332.721681682444 4.96127788814799 11.616595043268 9.73149548172938 31.8975767524754 80.0712256574874 81.6765776054512 3.149901300459 9.10431143700324 5.97375312393962 1.86828294171659 1.52759988271558 2.2128554345798 1.77413678691265 5.12787300273293 3.36463087639327 0.191014079275656 2.14795182682036 1.88224931368588 4.93806213221906 7.79926459710942 8.77549303348057 31.1717205041214 66.9157599060165 67.6572482092844 52.7927991257754 383.564614224997 452.193632264466 190.070749498552 686.56726112141 677.198305432519 357.371672761323 1870.6062642472 1951.6217932608 1.57745866146949 2.47717962297892 4.55112000541966 6.5886884095577 17.5720146447793 13.3369298264753 7.11038481341333 11.2302703089235 12.6359553048869 4.93806213221906 7.79926459710942 8.77549303348057 0.134958504652173 1.51760732879927 1.3298786860158 5.40099784680949 19.3594208119804 17.5046254061111 20.433502526438 103.390825348981 124.335480767103 537.082876314647 1572.19633885605 1529.04453921608 5.39075098844066 19.3226918132306 17.471415354483 1389.78856137744 5787.89580433456 5782.79245688656 578.095910939737 1692.25330906779 1645.80632663422 973.777426880233 4735.1589918715 4834.57872539647 251.927710730056 773.568987105177 794.376282878408 20.785810403538 105.173456698805 126.479233127747 54.6308154336804 229.622781742976 220.613992703673 0.650620862753164 0.767248650617407 0.000265493063346145 0.643341921171161 1.30622401564571 0.821945845676481
3 9.99999605119228 15.0098631096636 33.4469236149292 31.8338309186997 3.36638338982228 3.25631630613439 1.27040842462821 2.52597709841207 3.38255921797189 4.37017228242819 3.32975498298888 3.22088549964933 1.25658556750429 2.53970133134608 2.68083627373749 0.179524424732812 1249.39967752956 2693.17405260043 2124.83371753447 15.2206873671486 33.916709567323 32.2809598310224 3.22395714958356 3.37415555971596 1.16091007838373 2.71030190631452 5.95472598459916 3.62014617832654 2009.16265511974 2971.11505045087 2390.62124927214 59.6355710254634 127.842668746933 121.825893525176 3.46686688462667 6.40635968236303 4.08365250469212 9.54369474985358 21.2664983664669 20.2408484865476 3.83611348256054 5.13697492735725 6.63682850659017 5.02712372071288 5.28042839263833 3.98442561182444 2.51389470228658 2.65359553230396 0.177700225887453 980.800979542578 1822.28630567462 1544.53667754735 13.4219307801781 29.9084868589148 28.466047420752 229.507620941925 609.971894421118 517.108280435412 3.16522477959918 10.9339691448898 11.953756405374 0.800685717106354 1.88108215618509 3.4022257956625 1.78276751703811 6.15840149787871 6.73278206446547 0.41084761701926 3.35576117288098 3.03087473939625 4.43089700139968 7.74053255088681 6.74344953695679 48.1228329259613 119.143210638939 106.614259127191 940.6266757869 1417.79271050014 1209.80691206264 1153.85462911869 1801.97691120629 1417.22917792533 3550.4342976875 5329.34562667045 4197.00192133786 3.91831443851465 6.28538450684937 3.58969382656157 24.3733431092407 65.3737788063368 46.4442611145939 6.38011063955427 11.1457012131243 9.70998741890062 4.43089700139968 7.74053255088681 6.74344953695679 0.290279021541711 2.37096925828315 2.14142498902747 45.5121855563571 89.3622562961762 71.1722426228124 253.233948164839 389.882004637167 314.864206319156 3424.85598053723 5479.35122258204 4148.87097836609 45.4258391195172 89.1927168129626 71.0372135206663 12591.2440872867 16735.1323808839 13207.8355183889 3686.38682262915 5897.76862392763 4465.68947434636 9620.02686483382 13616.2379885512 10530.5957444633 1553.83159067347 2317.44769040918 1854.64597102638 257.600126433698 396.604224736021 320.292993672649 456.138210448276 606.039196058051 449.467040675223 0.70123973365737 0.113964485420492 0.937122530230335 1.46889697613206 2.90186094830509 1.88275201814903
4 14.9999991059303 64.5375307046111 135.536776365453 89.2862936972789 2.116712783951 3.1604499425944 2.48664453572589 2.16409117637652 8.69110093686905 2.57486747018435 2.09368159349468 3.12606222352951 2.45958825093671 0.59519493808636 1.58870692688798 3.13804597350332 3839.32310893856 5592.50156514455 4265.59680174167 65.4440064593402 137.440487280761 90.5403835204028 1.25156503475278 3.45425376502317 2.46473375245918 3.24688681290388 5.4768876884728 3.06602624508064 3243.14480495715 3820.16188403041 3046.72718708708 149.019688048384 185.691871863814 162.631610982637 7.02148813324251 12.1537129728894 9.56991337154243 41.0347841585289 86.1781091246767 56.7707464196656 3.28652993109361 13.1988724296736 3.91036158815142 5.07025287802019 4.31754294130305 3.78074249023105 0.589146992685967 1.57256362301188 3.10615939400268 1996.5244570039 2297.24160443885 1988.73916568971 57.7099380262318 121.19798943232 79.8404652239621 908.099545151938 1122.4422752447 933.750383211044 12.3328819066327 27.9552638112705 17.445614990825 3.44336778657922 2.48523525580089 0.927510623792274 6.94631907228908 15.7454018982106 9.8259927449242 2.00403036619529 3.54786420729143 1.1608837347261 3.37666794154731 8.88848392668236 9.48043231507759 178.199756819545 302.706537818594 229.877536405114 1528.3988670416 1698.41429770932 1518.25918199251 2223.51020508034 2689.66075222168 2028.35849661793 5573.46161110703 6555.38876219732 5308.77376323968 8.68945441380475 8.83961730004446 10.6255765862849 92.3695854973681 145.78120468658 116.361182902008 4.86211145357304 12.798652474255 13.6510072479441 3.37666794154731 8.88848392668236 9.48043231507759 1.41592149921554 2.50669714997309 0.820207251254865 78.3146218637963 101.783236027275 84.7676943134659 423.842767792096 491.888650476214 422.707059995968 6669.9594200921 7275.80023060163 5777.65651345197 78.1660421270129 101.590131265253 84.6068717057703 20994.1432328984 21040.5550219366 17677.5129878463 7179.29473631232 7831.39911476358 6218.85327672257 15720.9976717019 17013.2331815916 13658.1187596805 2729.53872226648 3058.89584157952 2484.10047825276 431.150528444086 500.369636347073 429.995239139494 716.100449179141 753.523416047942 567.37916952701 0.522352512261502 1.51548601409377 0.489402494402133 3.2465287826201 3.08679279731001 2.98617638927258
5 20.0000021606684 222.613669556308 268.925473128072 223.921375409229 2.14079420893099 5.9132989039577 3.14752578307929 2.5440841705544 3.65777243422822 7.81911171473405 2.11750099715114 5.84895842549751 3.11327868714548 2.48862966944605 5.54175421031332 2.48130236962807 6488.99907828808 7379.23425277165 5851.5752095778 225.740437685192 272.702723645068 227.066511201658 3.60048211684614 7.60492084515369 3.80578467357441 5.38973485448889 9.84727453891018 6.55992192102246 3908.50192662752 4210.5646044628 3483.53646395915 207.233065839415 219.326413164405 199.923461823879 21.3642848232982 35.9736315038606 33.4870811287525 141.544056322695 170.990408589528 142.375532625424 3.86361206266191 5.5549316578927 11.8746127545631 4.78645021004531 3.55289682820617 2.78265401308806 2.46334199409888 5.48544286634569 2.45608914906268 2440.99258204017 2596.18987797312 2308.54958975812 199.062792357016 240.475150171607 200.2321526177 1202.78575365937 1288.40309800773 1184.83404156747 31.3029973142491 46.302924828159 32.9316082233501 1.48239885371478 1.45844619369507 1.8012565730794 17.6309648393569 26.0794591460112 18.5482566049695 1.06444435610055 1.4729229748259 1.45787208538893 7.39340516026305 8.32353434046591 9.28105074270507 418.770360561897 489.373056627118 400.633440839876 1791.38651151236 1962.31959903449 1688.73357933401 2853.69155665088 3032.68995789537 2395.18301122386 6600.9485581185 7170.16809089731 5862.33655974487 8.28424819998181 13.1178604304483 7.79777727110535 168.273102709154 204.155941740312 169.136121925357 10.6458676224315 11.9851736538959 13.3639149298823 7.39340516026305 8.32353434046591 9.28105074270507 0.75206926698562 1.04067450370224 1.03004049421037 130.572146832548 160.24194998175 131.280920186655 533.031904597037 564.900218021325 481.323550620941 8560.83370680155 8557.49459501356 6898.13884676658 130.324423294517 159.937936424852 131.031851952629 24727.3708644546 23598.4995029102 19911.854387305 9214.5610638268 9210.96696884456 7424.89853292975 18465.4087029551 18623.2131774093 15060.1999875028 3341.56535842409 3396.43104856722 2830.38268448019 542.222269219655 574.640045851963 489.622376438888 799.685764902969 811.500201995024 641.097436187164 0.567852958114076 2.32190582693248 1.62550002859228 4.02136098174431 5.2999573934595 4.09672720109443
6 24.9999850988388 322.526606359098 318.35865531835 283.95503869746 3.89898034621468 4.26116786807502 3.50704570616735 4.75012818855495 11.5658252390626 7.04551952960024 3.85655694346491 4.21480363317263 3.46888680326367 2.86354247773737 3.22093509544114 2.5728637005081 8182.40882842828 8694.30441167734 7202.79116053842 327.056723110198 322.830230217536 287.943390207072 1.2275324911442 11.2296137141783 4.56753292019898 11.4239516451413 22.0274496957969 13.3444184328024 4425.13975660733 4584.42219938368 3752.50857784146 217.492066930044 227.565531443034 218.239748609069 38.7761239636603 43.080668459605 41.6341136268585 205.071522458835 202.421421510237 180.546630719549 7.21385431382638 17.5646161496865 10.699785234052 5.9168087892218 4.573977634194 3.84631749071938 2.83444520649252 3.18820625594854 2.54672009916405 2759.70719901464 2803.84444698888 2626.33251643716 288.40568056417 284.678667868892 253.914699037219 1386.57724810386 1441.25406698584 1318.34108616205 43.0880197234592 57.5995760370302 39.2888557480404 2.27995269793043 3.49064704001829 1.47587920059261 24.268709897503 32.4421361212102 22.1288852092432 1.92382506605348 4.12949619678466 1.353791535127 6.82869301311603 10.5952394449356 10.0372291209032 578.664136503798 626.073319571644 520.003515225024 1964.42223915567 2064.45200357304 1822.80988133457 3223.6439335211 3381.62528679061 2759.35721335322 7192.72774611783 7707.49110534589 6419.96538060774 11.6661662693933 11.4038412490169 8.01476319698134 216.385742686743 238.517377495421 210.811189618201 9.83273069391341 15.2562336452201 14.4527467656525 6.82869301311603 10.5952394449356 10.0372291209032 1.35925349121653 2.91764164085847 0.956503739851784 198.686346303361 216.44601197031 189.013866712719 582.521317799729 601.434640845029 539.975641054793 9796.01436992851 9555.99001309725 8118.01399120024 198.309395430923 216.035367179836 188.655266621239 27092.1307579729 25674.6401761191 21845.6493199616 10544.0633103427 10285.7100741304 8737.92649184197 20033.1913822341 20132.8538086016 16532.6485406801 3714.54595338188 3738.26450593126 3149.88264786258 592.564962964037 611.804383440865 549.285727347615 860.667167647008 846.083696702729 703.834947568217 0.852569769929685 2.14693977816509 1.82526294334678 5.13935355864526 4.02806479743782 4.99200469459537
7 29.9999881535769 373.630083630037 386.135375800742 337.539785542757 1.54957549229227 4.54314831204208 6.08530333026019 9.55518713164305 16.4570265671192 12.8604807559052 1.53271511871678 4.49371594935249 6.01909133350449 1.25841315122618 2.55288632756487 2.17504825598649 9282.79684411264 9553.31958444818 8132.11991772793 378.87798525178 391.558923190689 342.280773127972 24.9140254178046 29.1073172247584 19.2234084532974 20.1514497408668 16.8054769378511 16.5541414613839 4812.90381197832 4956.60123221053 4148.02975803745 245.678669232724 246.955945513481 232.621851435382 49.2874095483733 52.8132180739753 42.9966427110872 237.564556150523 245.515773983956 214.61732566216 14.5111300522588 24.9927133292973 19.5307644122949 5.63058836769317 3.86161438670809 4.96751767232728 1.24562605654049 2.52694572200098 2.15294697075426 2946.47475675343 2996.85536829435 2754.24004037465 334.102788495511 345.285113389137 301.830576602279 1515.93162380369 1508.24488495664 1436.11136681081 63.7621313458713 68.381961919332 58.6620433317593 2.16967595281172 1.26204797423963 4.43834230954563 35.9131071237637 38.5151605177815 33.0405556057177 3.79728660274024 6.77557694400913 3.16305170223894 6.78554765692346 13.4052246106791 8.8900557949349 680.130732432927 703.238098510013 613.849286700854 2121.07087924076 2150.51300951623 1944.29005358456 3550.29709521538 3604.09437452879 2959.13560737127 7793.32436098993 8167.56594143246 6849.26613388015 10.781637820822 9.76376076817688 12.1973913731579 261.341037581666 268.751394963984 239.626325661162 9.77060509135379 19.3023706344768 12.8009158293632 6.78554765692346 13.4052246106791 8.8900557949349 2.6829232880891 4.78719545693591 2.23481289698881 245.630712465396 255.617397420107 223.685429341208 640.206834475011 640.009314424703 582.594259985368 10853.9231316258 10498.12732175 9009.11104477691 245.164698000466 255.132436058843 223.261049813824 29299.1713157875 27462.2633907761 23496.8464464222 11682.756715504 11299.7914192911 9697.07001631608 21756.6167271813 21587.0823358068 17627.3572919144 4039.28875208415 4041.4982229683 3393.53095805424 651.245074760394 651.044149132922 592.639162795375 964.336327595239 923.577211630413 756.956492638921 1.77040867324344 1.85315622617362 1.3506875744016 6.7959752115324 4.26971350206887 6.6220362105874
8 35.0000012665987 403.337755002599 408.26596304363 392.932193348807 8.07876269495083 6.52571165408872 3.8413700001926 17.6722132161113 21.9214013302606 15.8461409383959 7.9908605838616 6.45470773276887 3.79957343489643 2.52884956982309 3.61414613630503 1.50545767880282 9989.83190669945 10343.4158997483 9145.6034246873 409.002922105911 414.000350351909 398.451206900061 52.1504603811616 53.1798558486645 41.0916333084083 19.3744671909628 28.7632538727357 17.1539014970734 5132.60928861506 5211.21630503792 4526.1965478526 264.054870599416 265.934701903354 244.739469508337 46.8006490456132 56.3042516979428 50.2453192275553 256.453532368178 259.587026182462 249.837382480666 26.8381749888493 33.2912690508943 24.0649825917062 4.88756632579286 3.13337298627836 5.47780477606317 2.50315320860525 3.57742176735846 1.4901602942631 3086.33791245615 3224.25089979846 3066.66576025361 360.667608300303 365.074448436936 351.362877988928 1581.92972487934 1597.7120604161 1567.4553328696 73.1633175987608 79.4196327429877 73.3460803322838 1.78349359323162 1.71687111002741 2.63121818149257 41.2081906139792 44.7319705007566 41.3111291056623 6.12299744673034 8.95054742016622 3.56738763294293 9.35848012723306 11.855236860621 9.63216460715155 733.82301672807 739.759703420655 693.941797903293 2248.55825685808 2323.92363429504 2120.47606673828 3764.06919496005 3866.727479521 3297.03261282024 8249.7789625351 8595.36028076403 7379.43532654087 14.0899633972057 12.9107181164171 15.6819923543375 276.36049520277 288.76236596394 262.589264877913 13.475406584932 17.0705215682041 13.8694887000562 9.35848012723306 11.855236860621 9.63216460715155 4.32612393041081 6.32389245978451 2.5204911715531 276.57482965598 283.936092312724 256.488243147192 655.936187169681 696.287184775446 634.094175422073 11591.7138812926 11274.9188165999 9955.48295615937 276.050107523469 283.397404276504 256.001629603669 30889.6335080102 29358.5093184474 25551.2398877665 12476.8870710241 12135.9007175558 10715.7093294002 22838.4247946322 22820.6245284067 19242.5165622661 4283.93104743667 4308.74304746962 3756.22063240968 667.24562789409 708.292344419652 645.027023206509 1004.06748220573 992.993083181914 818.508161027373 3.45220679779065 1.79542663049061 2.77954864452601 8.94431990270239 3.93183847421309 6.81684953837075
9 39.9999942630529 416.21217985076 421.325752410588 420.341552270573 4.91977717483969 5.12351978728976 4.93587403830201 22.8569620600163 22.8199480013223 21.4244904245835 4.86624684896104 5.06777261132782 4.88216856824179 0.468668603931261 5.83614854907313 2.00379924742993 10779.0311148031 10784.3998156364 9961.8965112512 422.058177454611 427.243573796585 426.245549862027 55.4085718557042 59.2076399021246 54.7093986530475 25.1198594404319 19.3763450708467 19.6695684559281 5574.52481039143 5469.89352346032 4791.59687728106 280.80796107418 288.905559048415 271.648342692521 54.4003805034641 55.3801653646616 51.7711047930797 264.639455179937 267.890808988807 267.265026752124 34.7120725615143 34.6558605991456 32.5366277573934 3.47844716581115 6.54734138534779 4.24304786063021 0.463906328673061 5.77684578032503 1.98343807218074 3305.94939298866 3320.08120762951 3239.21096391901 372.180014368508 376.752608830961 375.872529775169 1672.23492887209 1686.09504009132 1671.35645346409 76.0840683564926 84.3991124997102 69.9721657849468 4.01091477168327 2.04359790403581 3.35495913517607 42.8532616401539 47.5365911454737 39.4108200663098 4.9120855815235 5.76696599848765 8.15748247356902 10.2683333003984 14.3754190293467 14.3508247731159 792.201201882118 793.538646603744 753.937869649607 2414.9707664274 2409.38634861681 2300.6494716552 4082.98876577085 4058.38482841756 3503.8773307607 8739.29932710553 9047.85141684463 7794.6846151881 11.035359000787 10.8670652463163 13.7862068777923 310.442583815848 306.628842114297 288.719257413641 14.7855169099319 20.6993671638528 20.6639535499048 10.2683333003984 14.3754190293467 14.3508247731159 3.47056995651734 4.07457455747354 5.76356277261859 298.572692613248 317.961028639106 279.074828232181 713.841674791217 710.350795009059 669.083954185138 12535.3699485865 11963.7608039561 10836.7196722107 298.006235787901 317.357787956609 278.545363062909 32740.5143658954 30784.586788709 27107.5689414069 13492.6031511556 12877.3444569406 11664.2395555264 24515.698995313 23874.5646876928 20370.8349361748 4555.27083248486 4432.58869051814 3885.09468778944 726.149503304993 722.598434896648 680.62008447879 1062.25528976424 1016.10970443535 846.465937560359 2.16363005709366 3.54043109180299 2.70070285707872 5.50733194987976 7.51338275997971 7.13186161864783
10 44.9999872595072 436.079133204162 443.423460685604 433.041550139347 4.28575342088277 7.43603006523935 2.90012067717117 25.6189507019505 37.6715656001885 24.9887152832857 4.23912167942329 7.35512129671393 2.86856550720731 1.68080892789917 3.01596588428718 1.48870629096734 11254.9332467387 11400.9829977163 10548.3277602468 442.204176370163 449.651660181325 439.123928279723 67.5854352035912 56.4072498012163 66.0533082020425 22.5999713028665 23.9871642501394 19.805488463665 5741.51189266681 5781.83227651859 4958.00921445173 273.814109501053 293.385936618308 279.584852866114 54.7645318603271 61.6243298306519 58.6519373782789 277.271425040634 281.941155811244 275.340043965662 38.9066085589562 57.2104952174323 37.9494919690047 6.42302576136306 3.56085862726691 3.30884436995428 1.66372974934111 2.9853197953667 1.47357912205367 3452.59294541289 3477.33437997282 3373.96219794982 389.945191224166 396.512543262134 387.228961946316 1741.50481944984 1757.75853386946 1729.20361663828 90.2986063128779 96.4288652548322 81.4959085349278 1.96686070000563 2.29328399281534 2.25356102959552 50.8593965287977 54.3121770653296 45.9014030990798 5.44563990447822 7.71007315664882 6.91308616632378 14.3562147051187 15.8619442103108 12.9865851160034 825.696262424115 819.36137522365 796.497503469417 2511.45894123736 2508.60783222348 2304.4721341679 4259.23306169005 4299.80145031715 3622.63220430986 9129.00708839906 9341.59224291601 8094.09306298811 16.5996539650452 13.114383369453 14.0695183765257 321.105502038875 334.896846002258 310.247881640376 20.6717145884726 22.8398355882007 18.6995657637532 14.3562147051187 15.8619442103108 12.9865851160034 3.84754579960562 5.44745155920452 4.88435080323206 304.496013183834 326.683959860993 295.285573516292 756.512029085456 761.806645380358 702.392860488595 13169.2994065549 12592.8291805065 11412.019534421 303.918318541203 326.064169895692 294.725353065183 33839.0994518118 32145.4367559474 27876.7653053364 14174.9410986814 13554.450118325 12283.4708000414 25375.0710662546 24932.3099405371 21076.4959385289 4787.88849674754 4611.59724258613 4075.16103301578 769.555566120914 774.941470486693 714.503292229251 1134.34207141643 1075.11056776021 874.341042577104 2.76280915496074 2.28129031873731 1.37174230963383 9.09325963456889 5.47683086653687 6.76332383228211
