"","time","trimethylpyrazine_1","trimethylpyrazine_2","trimethylpyrazine_3","2-ethoxy-3-methylpyrazine_1","2-ethoxy-3-methylpyrazine_2","2-ethoxy-3-methylpyrazine_3","Pyrazine_1","Pyrazine_2","Pyrazine_3","2-Ethyl-5-methylpyrazine_1","2-Ethyl-5-methylpyrazine_2","2-Ethyl-5-methylpyrazine_3","2-Ethyl-3_5-dimethylpyrazine_1","2-Ethyl-3_5-dimethylpyrazine_2","2-Ethyl-3_5-dimethylpyrazine_3","acetylpyrazine_1","acetylpyrazine_2","acetylpyrazine_3","2_3-butanedione_1","2_3-butanedione_2","2_3-butanedione_3","2_3-hexanedione_1","2_3-hexanedione_2","2_3-hexanedione_3","acetoin_acetate_1","acetoin_acetate_2","acetoin_acetate_3","2_6-Dimethylphenol_1","2_6-Dimethylphenol_2","2_6-Dimethylphenol_3","2-methoxy-4-methylphenol_1","2-methoxy-4-methylphenol_2","2-methoxy-4-methylphenol_3","Phenol_1","Phenol_2","Phenol_3","2-Phenylethanol_1","2-Phenylethanol_2","2-Phenylethanol_3","4-Methylphenol_1","4-Methylphenol_2","4-Methylphenol_3","Guaiacol_1","Guaiacol_2","Guaiacol_3","2-acetyl-5-methylfuran_1","2-acetyl-5-methylfuran_2","2-acetyl-5-methylfuran_3","4_5-dimethyl-3-hydroxy-2_5-dihydro-furan-2-one_1","4_5-dimethyl-3-hydroxy-2_5-dihydro-furan-2-one_2","4_5-dimethyl-3-hydroxy-2_5-dihydro-furan-2-one_3","5-methylfurfural_1","5-methylfurfural_2","5-methylfurfural_3","2-methyltetrahydrofuran-3-one_1","2-methyltetrahydrofuran-3-one_2","2-methyltetrahydrofuran-3-one_3","Furan_1","Furan_2","Furan_3","2-methylfuran_1","2-methylfuran_2","2-methylfuran_3","2-furfurylthiol_1","2-furfurylthiol_2","2-furfurylthiol_3","2_5-Dimethyl-3(2H)-furanone_1","2_5-Dimethyl-3(2H)-furanone_2","2_5-Dimethyl-3(2H)-furanone_3","4-Hydroxy-2_5-dimethyl-3(2H)-furanone_1","4-Hydroxy-2_5-dimethyl-3(2H)-furanone_2","4-Hydroxy-2_5-dimethyl-3(2H)-furanone_3","4_5-Dimethyl-3-hydroxy-2_5-dihydrofuran-2-one_1","4_5-Dimethyl-3-hydroxy-2_5-dihydrofuran-2-one_2","4_5-Dimethyl-3-hydroxy-2_5-dihydrofuran-2-one_3","3-methylbutyric_acid_1","3-methylbutyric_acid_2","3-methylbutyric_acid_3","butyric_acid_1","butyric_acid_2","butyric_acid_3","acetic_acid_1","acetic_acid_2","acetic_acid_3","2-methylbutyric_acid_1","2-methylbutyric_acid_2","2-methylbutyric_acid_3","Acetaldehyde_1","Acetaldehyde_2","Acetaldehyde_3","Methylformate_1","Methylformate_2","Methylformate_3","Propanal_1","Propanal_2","Propanal_3","Methylacetate_1","Methylacetate_2","Methylacetate_3","Ethylacetate_1","Ethylacetate_2","Ethylacetate_3","Dimethylsulfide_1","Dimethylsulfide_2","Dimethylsulfide_3","Methyl_butanal_1","Methyl_butanal_2","Methyl_butanal_3","Pentanedione_1","Pentanedione_2","Pentanedione_3","Butanone_1","Butanone_2","Butanone_3","Acetylpyrazine_1","Acetylpyrazine_2","Acetylpyrazine_3","Methanethiol_1","Methanethiol_2","Methanethiol_3","Phenol_1","Phenol_2","Phenol_3"
1,0,2.50003326492605,6.01559893552825,16.964728485138,0.774976202738039,2.03997670023023,3.03016045180468,66.272511017171,443.472250498311,595.321779900773,2.53491745001805,6.09953752532632,17.2014456267911,0.344665669172306,0.472165526822971,1.81480379953017,0.86836868477156,4.72355516545119,2.84900830398978,24.4241713070923,87.7892931087697,101.742524617311,1.68253152096354,6.53660043246072,8.48553122954436,1.39116355235325,2.16439562947542,3.38614618757244,1.58856705192914,3.82242204560541,10.7797000521956,1.17949244755992,3.10478838268677,4.61182079549157,16.9865759024884,83.7942504108043,105.780006495745,2.23310860168728,5.37332279361744,15.1534308110783,6.83025248529687,36.4149810958804,63.7748184820951,1.68470811822043,4.97890783842885,6.94860929760773,0.949660308678398,2.80658180701244,3.91689122826933,1.87119662506819,2.76971924790302,2.44687764156471,4.88683728884436,39.0988081403186,54.8558337569913,7.3032322496868,34.9675156862716,51.354868675816,31.4198682337521,102.303459550375,132.93992588668,36.2147456494203,67.2932511332554,84.5041746476718,1.39844839574529,1.08877172367124,2.03558480109799,2.52524379367649,12.2747551569233,18.3496596520624,2.69638271438398,3.9911482330031,3.52593548349697,1.87119662506819,2.76971924790302,2.44687764156471,2.59528395716696,8.67197112428214,11.8932024705525,5.02672749475489,15.305382371044,18.1284938353085,128.822174926388,388.675956186908,461.617721807419,2.59528395716696,8.67197112428214,11.8932024705525,187.206849330787,729.636701386817,652.924496471975,138.681014844224,418.421565078763,496.945608680435,117.77779027915,217.421198099824,229.891603113149,46.1346207226443,111.717008451601,127.636993109134,5.11377039509696,15.5704106372092,18.442407148474,6.73941738009288,10.6824039662338,10.2365747127067,2.10289732990903,4.11457261081566,9.63550579405918,9.66036053580803,46.2533296247553,67.9297234041452,32.8145710563392,32.6806692016464,55.031195241631,1.53267084131209,8.33707548000844,5.0285000262646,18.083274131055,40.173207794612,36.5347299905108,27.6145414932861,136.221673994285,171.963225273017
2,4.99998293817043,2.20131021078551,8.4626173400239,15.6895327344266,0.55463484575042,2.39560804319136,2.85759042794334,292.661870736305,488.122793004527,765.734460702333,2.23202616721508,8.58070037267539,15.908456447,0.362784758286584,0.158892393485527,1.6053764150315,2.2836675683533,1.42925944335879,3.35450467116029,1040.42726547954,506.255635998689,1030.38729049099,6.45020677547172,7.23327775217822,13.713648632866,1.24500954037044,2.61461710249846,3.15103787044447,1.39875293700642,5.37730248155072,9.96941725205845,0.84413896762881,3.64604949710067,4.34917396956253,90.6284559055761,100.653225400746,158.015262376403,1.96627974341476,7.55907684906515,14.0143857272789,25.1303739910574,40.7238886218373,82.9289902823641,2.37479047949194,4.72902024995545,6.77285342058581,1.338655779841,2.66572160586661,3.81781864790984,2.50307930714112,5.24589161837748,2.16409821659703,6.67393113217909,39.2069207157528,53.094907139932,274.664225973355,84.1845697790949,279.932747758979,763.414542307839,401.827261951467,808.379709153425,2211.14755466489,999.963170398742,2247.40223729073,1.44991550673961,2.64331703762547,2.20681104604343,2.70533961523433,12.1944288935987,17.7772094716144,3.60692173451391,7.55929723890419,3.11845208851248,2.50307930714112,5.24589161837748,2.16409821659703,3.51860011624089,11.2456713582002,11.0011521360576,67.0673002217594,30.4822060725482,74.1667018734599,967.204109998341,612.628192693757,1187.88077756167,3.51860011624089,11.2456713582002,11.0011521360576,6363.27988594589,3013.69450252991,6334.08257954733,1041.2248327023,659.513003359096,1278.79002074241,6173.21743315499,2644.46613160697,5863.25203563272,642.493731796639,340.15011148143,667.379287686579,68.2286387537379,31.0100364807309,75.4509737673726,326.276470457924,125.014278612379,257.247533341572,296.148634676728,120.037809860863,305.649604872649,363.312483908073,111.355255839334,370.281428369899,1990.41066375956,867.130972878801,1886.40311882658,4.03067355450059,2.52264310300669,5.92070117992004,532.868215535792,217.061052692725,428.457516419673,147.331826640256,163.628778702529,256.88043573434
3,9.99999605119228,4.30891510180538,13.323457553105,20.2428780358145,0.577433945213934,3.77202227375632,4.3273078222789,804.525499479775,1323.95675768069,1324.09055205567,4.36903949857475,13.5093662631483,20.5253367991049,0.348206803946572,1.31442514136858,5.35517884316314,1.28577540762501,1.46242739869121,2.63535915496833,2023.25650645678,2267.71994931872,2022.93831358411,45.4029436503225,45.1266229613969,52.5803494593876,1.70584855008572,2.23420475723761,1.99161393212235,2.73796379284993,8.46596962671417,12.8626964829071,0.878838569414482,5.74091406704431,6.58604338638024,836.331328188747,820.075976381872,849.482334780759,3.84885893830954,11.900932712963,18.081577432939,78.5403119749434,117.062098527374,134.03689859546,1.84362031103471,6.12376355224731,6.32919245454272,1.03923820080619,3.45193041002476,3.56772950463077,2.07222672709833,2.50100893362348,3.09925181079688,7.0829154063788,42.0777984250068,60.5697012826509,783.936291027171,901.675026724232,828.131478382846,1409.36006068587,1435.49256215317,1456.86744016788,4169.87826524337,4627.74043551633,4205.97372269114,1.44785530460082,1.69877482248077,2.68050254369519,11.5147693221209,15.8634586883471,24.2430535106803,2.98606584277523,3.60393833913445,4.46600260934706,2.07222672709833,2.50100893362348,3.09925181079688,30.7632348873429,31.2613917510347,42.6588912631461,201.708741155436,227.461050113566,227.566247187359,2709.58445553945,2848.66602564826,2906.30337262757,30.7632348873429,31.2613917510347,42.6588912631461,12841.7387621852,12606.37317281,12471.7199624669,2916.95061285114,3066.67618067236,3128.72454910417,11746.7350333259,11949.8423445901,11239.92104221,1408.61057702766,1543.48114940903,1402.46801138605,205.201533210076,231.399769596052,231.506788264197,571.157684661005,541.603773646338,463.099455189547,588.186574497448,676.472224864149,605.740180331598,1036.95281068891,1192.69188579673,1095.41205574738,3873.48715648031,3982.93051853686,3653.55106013677,2.26939376131631,2.58118454847271,4.65140925051598,956.111952492217,850.88561546236,769.407846334067,1359.59750199097,1333.17168848177,1380.97667924825
4,14.9999991059303,16.3967701129945,22.9258120568104,24.5948920568405,1.22307063076281,2.87203322839142,4.02196289708982,1173.88885415113,1889.88703307908,1718.67926238302,16.625562254106,23.2457071087659,24.9380765971685,0.98863687144744,-0.285077254702577,6.24288803259833,1.69447363366815,2.35596623162418,6.78724274826322,2416.24400740243,2772.74707036528,2480.98956767022,80.7314913335952,107.3659137625,90.5934760960877,1.50582191081108,3.79603072822768,5.15213224002671,10.4188088714611,14.5674820343825,15.6280461205808,1.86147983218101,4.37115551427313,6.12131681556577,1191.70435921947,1607.79125953055,1260.08411028168,14.6461124709474,20.4780587614475,21.9689336858984,347.542383857602,416.803464662441,345.736165532249,2.25240479831831,5.70012557904478,6.53818055684549,1.26966767293739,3.21312811302843,3.68553489987787,1.44893279981206,4.74774035634373,3.36100842703348,32.1946849567471,70.6645967104044,84.6172231460075,960.23179306507,1222.60116038057,1026.96039978674,1666.96097103391,1910.65524273343,1826.10598859867,4985.38759640578,5737.79068668742,5120.30513820001,2.94992252053356,3.98170710297144,4.31521661256765,24.9824308915158,42.4284794622589,40.9933265515529,2.08790316494657,6.84146436442078,4.8431922675265,1.44893279981206,4.74774035634373,3.36100842703348,46.5466443102235,63.8668175266736,61.6503738336596,257.448917135368,326.731700427668,291.440426213,3715.09304420718,4386.86207984493,3980.22550064196,46.5466443102235,63.8668175266736,61.6503738336596,15598.6724675149,16483.6726489647,15287.6583710547,3999.41138942711,4722.59132064939,4284.83459507884,14029.5736184851,15411.7213707054,13797.8062065434,1825.06744794136,2112.02537399391,1837.26060540291,261.906907042474,332.389392209965,296.487013679892,678.71577388902,661.314366305376,575.087964185467,712.735972807426,890.809235426972,726.152195111812,1270.14792927499,1617.19737192804,1358.4132858931,4596.07321591383,5061.56032314605,4452.1527843063,2.99074618332019,4.15828070455608,11.9794843314814,1153.99000452555,1127.40382703546,950.813772299658,1937.31624691796,2613.73561709662,2048.47905476385
5,19.9999921023846,14.0502560877117,33.9479812142351,37.8895341367324,0.508493374888152,4.87760232748382,5.90372981655104,2042.8442119051,3116.97889057037,2425.36743709251,14.2463061726565,34.4216739753639,38.4182253107333,1.42819199694177,3.18070959311569,3.9138175237369,1.83242740012434,3.57979266819934,3.26315480984937,2688.88946173639,3070.49106436762,2779.46042179211,81.1869847289869,124.722097561152,97.2803879880056,2.32979050695343,4.05272831176599,5.02131584109092,8.92779076392243,21.5711707492174,24.0757058663929,0.773912919126843,7.42357647517668,8.98531426701122,1348.76409233086,1785.9513624139,1391.04640344862,12.5501320984647,30.3234080613999,33.8441275089048,551.269466975927,779.492573768558,594.658669166949,2.43077769997882,8.53997135274857,9.48233336231944,1.3702154550836,4.81393289629458,5.34513695901446,2.07816574440995,3.30868663133318,2.61209809477614,66.8174544721517,129.166436813157,125.784943869055,1062.829406475,1321.24466136038,1113.09586711559,1949.62380863619,2255.17218562714,2035.62949003093,5461.67488050886,6236.36307387982,5621.9661904664,4.78555897265465,4.83306604760058,5.55128477612109,41.9867988038716,55.4781922370678,53.8904034248784,2.99462392983297,4.76779688490247,3.76401713036065,2.07816574440995,3.30868663133318,2.61209809477614,53.047204273256,75.9379209874172,66.7875696947291,295.024499653634,368.332590813948,311.822509873247,4218.93186591575,5115.24925710285,4461.58417431497,53.047204273256,75.9379209874172,66.7875696947291,17230.9226586786,18315.3538712557,16903.5047081523,4541.80930463379,5506.72241453419,4803.03194275745,15429.219715087,16959.6089615018,15073.941162742,2080.35000308369,2468.53135457972,2122.83923767397,300.133148998286,374.710644334536,317.222033853736,717.533154704966,731.307016138868,631.115350871447,789.620308217014,973.242713135705,775.325001500342,1405.85906398468,1747.67819896461,1472.34909415836,5104.756352377,5516.87719108228,4902.21609985574,3.23423459901796,6.31833452393013,5.75946866285156,1276.60990572896,1234.28690282479,1062.63216809982,2192.64330881827,2903.36488562974,2261.38033042262
6,24.9999850988388,30.3383351615219,62.3780565063369,41.5617607592648,1.1846766787122,2.54281970061085,4.19299789335297,2737.92265296235,4036.36635157222,3093.3653773017,30.7616607684269,63.2484479924718,42.1416923047429,0.510563505348731,4.01321348787711,0.337811410109465,2.12957951975795,5.44306519683015,4.24217683479784,3027.89961152281,3359.64603872881,2904.45527169445,111.606668637309,143.332601762622,105.030559685206,4.26431794032594,6.3321809002618,4.59874872045981,19.2775353528757,39.6361627341275,26.4091061061472,1.80304529404206,3.87010158735274,6.38162737174555,1482.17644617157,1888.36789621496,1508.71708812333,27.0991583034277,55.7180484336301,37.1242762065921,635.884150064679,846.267293703549,646.171851440901,9.40178280917221,18.0602376190912,15.3120670877289,5.29973107396013,10.1804524158572,8.63132444117202,2.39853751282486,3.30383072612177,2.38693849196951,100.345946716904,187.469902094984,139.113856432249,1134.31996611777,1397.71915516485,1139.22798092344,2210.57315796727,2524.52401579901,2254.11577037975,5911.48330605944,6605.23959652309,5839.42793707273,5.69855868814047,5.50286131623599,3.92457093640948,63.7583362772013,98.7481273168203,68.1016010724551,3.4562776582321,4.76079955565373,3.43956354122314,2.39853751282486,3.30383072612177,2.38693849196951,55.2534222744278,74.4044697383219,66.8361997777793,308.407095408616,393.109480464017,324.893669564091,4745.07723580162,5641.98330675079,4903.68070094216,55.2534222744278,74.4044697383219,66.8361997777793,18767.963171551,19467.3734562377,17864.5040602085,5108.22090180684,6073.76774349192,5278.96238723875,16675.6719006474,17831.1984668695,15815.4515714629,2266.18855637391,2660.7053142321,2224.17166437463,313.747478013094,399.916571034822,330.519533972127,774.167368826077,766.111012027184,644.57273228055,859.847964471228,984.958105164868,857.950352933478,1500.42330040006,1848.83494116958,1506.91538375669,5443.4349047646,5860.73293349792,5149.79292679266,3.75870812873343,9.60701077876485,7.48744266393565,1350.93959848501,1298.26411243811,1112.89997376026,2409.52757095561,3069.86021926751,2452.67385674285
7,29.9999881535769,74.5942540193987,119.846951852952,70.0795284848669,1.55469064690334,5.43291122581448,6.50781785250486,3378.64192166738,4643.19035086106,3698.7571087946,75.6351040754834,121.519234902063,71.0573823707023,2.41565943090817,5.24432962112692,1.66287886895084,1.75159484882317,8.36856584948349,3.55006507004173,3247.63110399151,3664.81619931521,3222.14100471076,112.41963584695,142.826768496664,133.427304694617,3.63244275122838,9.24989383125347,4.11099296480319,47.398558995556,76.1529543061377,44.529819473855,2.36619636814112,8.26874133227777,9.90471962881649,1564.38387792436,1973.5374692018,1603.05499881995,66.6299415388349,107.051079209038,62.5972462275913,692.845455505962,894.474421095927,737.483712588351,10.7495006128405,16.411605210557,17.5118905965363,6.0594318741171,9.25112777792547,9.87135234263353,2.54691072730602,4.65182074984251,4.01235822788841,189.614553854146,295.616149243392,199.058732269834,1196.46903638097,1457.0901545919,1259.99982230436,2403.88303711723,2731.22593252524,2473.23025947065,6284.81613441083,6983.42688311052,6334.43019868605,5.38090142044616,5.55445863871823,6.7287842682244,83.0055777654039,120.020556569328,89.773065275717,3.67008253872668,6.70324480722647,5.78178328490752,2.54691072730602,4.65182074984251,4.01235822788841,59.6763697066669,86.117062930559,79.2031778959477,361.767134281691,403.744271396434,365.402734007309,5143.34317623302,5962.75312688328,5306.16240211869,59.6763697066669,86.117062930559,79.2031778959477,20053.2059793278,20532.9404836297,19752.0423043159,5536.96637849575,6419.08627434883,5712.2462594237,17665.1832105813,18820.0856791865,17248.6814667957,2442.22214855845,2743.83722747098,2510.34984777023,368.031500243278,410.735514191177,371.7300540767,830.191589080756,808.362274356296,726.010775412189,949.39593497348,1033.68317659447,893.273784760197,1582.63106884854,1927.36801258616,1666.66650359315,5825.1854135736,6199.8729658124,5621.3046766649,3.09156513548156,14.7705198103472,6.26586530932412,1433.40004099786,1365.38706082815,1242.30430909283,2543.1696038306,3208.31771186118,2606.03602721654
8,35.0000012665987,114.485455641068,163.114437671388,104.156638251189,1.22455162435338,4.60136633533254,5.0423316030966,3832.17942417689,5042.83255176182,4128.62913835749,116.082927115129,165.390453080756,105.609986691903,1.20818762724158,2.12419492072106,3.47607241277105,3.2824962066309,5.11972312278227,4.84028278592496,3395.9257473975,3790.91178011357,3441.57660195878,130.999853885907,162.334565120305,134.875228059298,8.52303293880815,19.4288973186979,7.58069109912327,72.74616114433,103.645909442082,66.1830408766322,1.86373386365809,7.00315289915523,7.6742898981061,1620.00077106616,2078.8544314996,1708.95132948732,102.262021608628,145.698962863254,93.0359959864133,740.435647852973,952.474165450252,755.487456194538,15.3047359169858,25.1654938878344,19.5361056126883,8.62719190224998,14.1856446437793,11.0123907434581,1.83002372041117,5.79173892743377,4.40259727862023,237.557666304165,345.749621624264,256.469360254075,1265.54125133299,1495.80539144474,1291.11151801179,2526.49455149058,2876.83500957974,2618.59228270694,6463.92325374071,7286.40225729228,6579.46016696615,5.43887014638983,8.95649659242235,6.88713856069789,93.6663300922136,131.480917389415,105.698073753737,2.63705281450553,8.34585982089835,6.34411533316704,1.83002372041117,5.79173892743377,4.40259727862023,68.0482780663841,83.645616688062,82.147782900847,368.473266502088,429.080135737787,388.397107727874,5357.84341759802,6327.96774353378,5601.96905397867,68.0482780663841,83.645616688062,82.147782900847,20936.4103432936,21701.4789018832,20478.7908667923,5767.88245465909,6812.25098921238,6030.69117545663,18353.1718154627,19726.9554102924,17747.5062123588,2548.22945173115,2912.98244199734,2553.42757489096,374.853755965327,436.510094798181,395.122598770781,857.518632098292,876.537069221944,739.932103126575,968.534984228706,1100.94940443767,915.274536122855,1673.99643648724,1978.57864555537,1707.81954202035,6037.29847746851,6454.1899081528,5821.51906696477,5.79360623068094,9.03631197610946,8.54309974529267,1492.6536761804,1444.33522132286,1248.97108987991,2633.58423549082,3379.52818076406,2778.18835703202
9,39.9999942630529,142.239062006582,194.701700202037,135.812447142874,2.2890713032814,2.32664151560813,5.28336878271717,4307.5467720917,5477.89586532384,4562.77285183318,144.223793104349,197.418468111833,137.707504544867,2.76808355114999,4.69474878662506,6.1532612361365,5.55328811935796,6.50157539162502,3.46805603262215,3732.5594498181,3951.03933621543,3637.26311704088,131.817267177729,168.382908330673,143.144042857868,15.8407632085556,20.8388052041397,13.0500754804044,90.3813123493165,123.717036182993,86.2977232342622,3.4839035116272,3.54108434058173,8.04114185038431,1761.27329120131,2147.9397520146,1775.10951860886,127.052418589408,173.913702503142,121.311963398983,791.499624416371,961.349861365341,806.965304236448,18.9581819068055,26.5514931897834,22.3454509044241,10.6866184633904,14.966924505069,12.5960025798824,4.04243132302683,4.22114150229962,1.94554935264009,283.053595555245,375.743139130156,307.333631408098,1346.13501620395,1563.37848962327,1371.23558825937,2765.30781791373,2979.24166648986,2748.4550392901,6989.27005780095,7544.37062843832,6954.96100395931,3.23534104478756,7.51680642640725,4.56277060210441,109.863200439506,137.407812652738,125.785796255503,5.82511842821257,6.08263868654355,2.8035245329969,4.04243132302683,4.22114150229962,1.94554935264009,75.2803655821192,108.197247290161,80.1832491362906,397.138097692294,450.43287519174,403.887293322291,5760.86140657553,6572.52774876265,5952.58274903131,75.2803655821192,108.197247290161,80.1832491362906,22192.8291954858,22639.2039648242,21739.4241887741,6201.74365707876,7075.52732137204,6408.13755125309,19687.4728548627,20484.0974856401,18916.1142509645,2732.27286095114,2958.40251042605,2706.25307484866,404.014947868784,458.232578658263,410.881012687179,912.546829890942,883.09456021889,773.648675389079,1009.60653736964,1109.00755748879,987.566658221171,1780.60195017948,2067.96105441334,1813.80376650139,6481.02139196715,6671.4626460999,6109.39550475163,9.80155425133033,11.4752814099432,6.12111934763605,1624.91959993148,1508.49821726792,1319.38644052401,2863.246522436,3491.83801064913,2885.73964159372
10,44.9999872595072,160.697474305322,206.530191105899,163.326913495179,2.79642337977968,4.05757769025372,5.84789148596112,4561.33247021685,5637.56953877896,4784.50791769806,162.939764644466,209.412007725981,165.605893683483,1.35883141991415,5.70601368548298,7.00901738483765,6.490277706088,5.86605134532319,6.13241165036778,3847.00973926334,4090.95941120097,3762.96756814304,134.169224907874,166.733623558684,145.056590440666,18.0846689569638,26.5314230943653,15.0641074848197,102.110126529543,131.233076544349,103.780920482831,4.25607940602153,6.17552155038191,8.90032986493219,1844.93235487668,2226.16912790935,1823.28406914491,143.540054916529,184.479283830786,145.888752973815,832.702798513065,1020.72686009023,854.858947893487,24.2432478343434,27.0264610915597,27.9725825206387,13.6657798301872,15.2346611885544,15.7679844145002,3.4981880820503,4.85174564280287,2.41763725362098,309.724814232562,412.445124052675,346.309222875807,1387.20640400719,1647.36095969547,1420.51556112724,2838.89972504763,3060.58487144488,2858.59116224344,7241.85124771058,7820.75482325468,7195.36897540964,4.57383532879173,5.99840608501093,6.9266782026731,121.23951325661,156.036933195199,125.632868316623,5.0408672983582,6.99133533621283,3.48380026608738,3.4981880820503,4.85174564280287,2.41763725362098,91.7493064666039,118.408415386243,89.139948505252,407.864074556387,484.875666495089,423.928104029464,6208.90667238828,6950.03835013927,6166.07348932675,91.7493064666039,118.408415386243,89.139948505252,22808.2645932468,23442.9010468984,22613.5479546142,6684.07810139758,7481.92904020094,6637.96686861196,20364.1795179951,21601.9712496406,19583.9960229423,2856.97644103873,3129.23186752921,2794.90166364056,414.926655933987,493.271781932233,431.268850419585,959.398309129863,903.167972115663,811.188740803928,1068.58245671199,1168.00387667973,1001.6538426878,1834.92918506952,2179.04898258651,1878.98891861248,6727.77030912176,7022.0549747914,6384.12241390218,11.4553409935042,10.353581385747,10.8237073587169,1667.04706888088,1586.64659724285,1359.92496374316,2999.24842761187,3619.01304339502,2964.05549125846
